name,gender,score
Laurella,0,1
Laurelle,0,0
Laurelyn,0,1
Lauren,3,0
Laurena,0,0
Laurenann,0,1
Laurenashley,0,1
Laurence,1,0
Laurencia,0,0
Laurencio,1,1
Laurenda,0,1
Laurene,0,0
Laurenelizabeth,0,1
Lauren-jade,0,0
Lauren-lou,0,0
Lauren-louise,0,0
Lauren-mae,0,0
Laurenmarie,0,1
Lauren-marie,0,0
Laurenn,0,1
Laurenne,0,1
Laurennicole,0,1
Lauren-rose,0,0
Laurens,1,0
Laurent,1,0
Laurentia,0,0
Laurentin,1,0
Laurentina,0,0
Laurentine,0,0
Laurentino,1,1
Laurentinus,1,0
Laurentiu,1,1
Laurentius,1,0
Laurenz,1,0
Laurenzo,1,1
Lauressa,0,0
Lauretha,0,1
Laurett,0,1
Lauretta,0,0
Laurette,0,0
Laurey,0,1
Lauri,1,0
Lauria,0,1
Laurian,0,1
Lauriana,0,1
Lauriane,0,1
Lauriann,0,1
Laurianna,0,1
Laurianne,0,1
Lauriano,1,1
Laurica,0,1
Laurice,0,0.861386139
Laurie,3,0
Laurieann,0,1
Laurieanne,0,1
Laurie-anne,0,0
Lauriel,0,1
Laurielle,0,1
Laurien,0,0.761904762
Laurier,1,1
Laurietta,0,1
Laurilyn,0,1
Laurin,0,0.766391452
Laurina,0,1
Laurinda,0,0
Laurine,0,0
Lauris,1,0.558528428
Laurisa,0,1
Laurissa,0,0
Lauriston,1,1
Laurita,0,0
Laurits,1,0
Lauritz,1,0
Laurn,0,1
Laurna,0,1
Laurne,0,1
Laurnea,0,1
Lauro,1,0
Lauron,0,1
Laurren,0,1
Laurrie,0,1
Laurrine,0,1
Laurus,1,0
Laury,0,0.943396226
Lauryl,0,1
Lauryn,0,0
Laurynas,1,0
Lauryne,0,1
Laurynn,0,1
Lautaro,1,1
Lauven,0,0
Lauvenia,0,1
Lav,1,0
Lava,0,0
Lavada,0,1
Lavae,0,1
Lavaeh,0,1
Lavail,1,1
Laval,1,1
Lavale,1,1
Lavali,0,0
Lavall,1,1
Lavalle,1,0.96031746
Lavan,1,0.982517483
Lavana,0,1
Lavance,1,1
Lavancha,0,1
Lavanda,0,1
Lavander,1,1
Lavani,0,1
Lavania,0,1
Lavanna,0,1
Lavant,1,1
Lavante,1,1
Lavanya,0,0
Lavar,1,0.994513716
Lavara,0,1
Lavare,1,1
Lavares,1,1
Lavaria,0,1
Lavarious,1,1
Lavaris,1,1
Lavarius,1,1
Lavarr,1,1
Lavarus,1,1
Lavasha,0,1
Lavasia,0,1
Lavatrice,0,1
Lavaughn,0,0.523110386
Lavaun,0,1
Lavaune,0,1
Lavay,0,1
Lavaya,0,1
Lavayah,0,1
Lave,1,0
Laveah,0,1
Laveda,0,1
Lavee,0,1
Laveeda,0,1
Laveen,0,1
Laveeza,0,0
Lavel,1,1
Lavelda,0,1
Lavell,1,0.893658537
Lavella,0,1
Lavelle,1,0.594490216
Lavelton,1,1
Laven,1,1
Lavena,0,0
Lavenda,0,1
Lavender,0,0
Lavene,0,1
Lavenia,0,1
Lavenna,0,1
Laveon,1,1
Laver,1,1
Lavera,0,1
Laverda,0,1
Lavere,1,0.783410138
Lavergne,0,0.968692449
Laveria,0,1
Laverl,1,0.765625
Laverle,0,0.93627451
Lavern,3,0
Laverna,0,0
Laverne,3,0
Lavernia,0,1
Lavernon,1,1
Lavert,1,0.96
Laverta,0,1
Laveryl,0,1
Lavesha,0,1
Lavesta,0,1
Lavester,1,1
Laveta,0,1
Lavetra,0,1
Lavett,0,1
Lavetta,0,1
Lavette,0,0.995777027
Laveya,0,1
Laveyah,0,1
Lavi,1,0
Lavia,0,1
Lavickie,0,1
Lavida,0,1
Lavie,0,1
Lavila,0,1
Lavilla,0,1
Lavin,1,1
Lavina,0,0
Lavinda,0,1
Lavine,0,1
Lavinia,0,0
Lavinie,0,0
Lavinnia,0,1
Lavish,1,0
Lavisha,0,1
Lavita,0,1
Lavitta,0,1
Lavkush,1,0
Lavli,0,0
Lavoid,1,1
Lavola,0,1
Lavon,0,0.575659716
Lavona,0,1
Lavonda,0,1
Lavonde,0,1
Lavondia,0,1
Lavondra,0,1
Lavone,0,0
Lavonia,0,1
Lavonn,0,0.802469136
Lavonna,0,1
Lavonne,0,0
Lavonnia,0,1
Lavonnie,0,1
Lavont,1,1
Lavonta,1,0.96485623
Lavontae,1,1
Lavontay,1,1
Lavonte,1,0.990333919
Lavontre,1,1
Lavonya,0,1
Lavor,1,1
Lavora,0,1
Lavoria,0,1
Lavoris,1,0.565333333
Lavorn,1,0.666666667
Lavoy,1,1
Lavoyce,0,1
Lavpreet,0,0
Lavra,0,0
Lavren,0,1
Lavrenti,1,0
Lavrentios,1,0
Lavrentiy,1,0
Lavrenty,1,0
Lavtar,1,0
Law,1,0
Lawahiz,0,0
Lawaia,1,1
Lawan,0,0
Lawana,0,1
Lawand,1,1
Lawanda,0,0
Lawander,0,1
Lawandra,0,1
Lawanika,0,1
Lawanna,0,1
Lawanza,0,1
Lawarence,1,1
Lawarnce,1,1
Lawarren,1,1
Lawaun,1,1
Lawayne,1,0.980314961
Lawe,1,1
Lawell,1,1
Lawen,1,1
Lawence,1,1
Lawenda,0,1
Lawerance,1,1
Lawerence,1,1
Lawernce,1,1
Lawey,1,1
Lawhitney,0,1
Lawi,1,1
Lawin,1,1
Lawless,1,1
Lawli,1,0
Lawna,0,1
Lawney,1,1
Lawon,0,0.5
Lawona,0,1
Lawonda,0,1
Lawonna,0,1
Lawra,0,1
Lawrance,1,1
Lawren,0,0.94354067
Lawrenc,1,1
Lawrence,1,0
Lawrencia,0,1
Lawrene,1,0.583333333
Lawrenzo,1,1
Lawrey,0,0
Lawrie,1,0
Lawrin,1,1
Lawrnce,1,1
Lawryn,0,1
Lawsen,1,1
Lawson,1,0
Lawsyn,0,0.517241379
Lawton,1,1
Lawy,1,1
Lawyer,1,1
Laxami,0,0
Laxavier,1,1
Laxita,0,0
Laxman,1,0
Laxmanram,1,0
Laxmeena,0,0
Laxmi,3,0
Laxmikant,1,0
Laxminarain,1,0
Laxmy,0,1
Laxshan,1,1
Lay,1,0.75
Laya,0,1
Layaan,0,1
Layah,0,1
Layahna,0,1
Layal,0,1
Layali,0,1
Layan,0,1
Layana,0,1
Layanah,0,1
Layane,0,1
Layani,0,1
Layanie,0,1
Layann,0,1
Layanna,0,1
Layanne,0,1
Layba,0,0
Laybah,0,0
Layce,0,1
Laycee,0,1
Laycee-mae,0,0
Laycen,1,1
Laycey,0,0
Layci,0,1
Laycie,0,1
Laydell,1,1
Layden,1,0.936912752
Laydon,1,1
Layelle,0,1
Layeska,0,1
Layia,0,1
Layiah,0,1
Layke,1,0.888888889
Layken,0,0.858921162
Laykin,0,0.968571429
Laykyn,0,1
Layla,0,0
Laylaa,0,1
Laylaann,0,1
Layla-faye,0,0
Laylagrace,0,1
Layla-grace,0,0
Laylah,0,1
Laylah-may,0,0
Laylah-rose,0,0
Layla-jade,0,0
Layla-jai,0,0
Layla-jane,0,0
Layla-jay,0,0
Layla-jayne,0,0
Layla-jean,0,0
Layla-leigh,0,0
Layla-louise,0,0
Layla-mae,0,0
Layla-mai,0,0
Laylamarie,0,1
Layla-marie,0,0
Layla-may,0,0
Laylan,0,0.722222222
Laylana,0,1
Layland,1,1
Laylanee,0,1
Laylani,0,1
Laylanie,0,1
Laylanii,0,1
Laylanna,0,1
Laylanni,0,1
Laylannie,0,1
Laylarae,0,1
Layla-rae,0,0
Laylarose,0,1
Layla-rose,0,0
Layle,0,0.772727273
Laylee,0,1
Layleen,0,1
Layleigh,0,1
Laylen,1,0.681818182
Laylene,0,1
Layli,0,1
Laylia,0,1
Layliah,0,1
Layliana,0,1
Laylianna,0,1
Laylie,0,1
Laylin,0,1
Laylina,0,1
Laylla,0,1
Laylon,1,1
Layloni,0,1
Laylonie,0,1
Laylonni,0,1
Laylonnie,0,1
Laylyn,0,1
Laylynn,0,1
Layman,1,1
Laymon,1,1
Laymond,1,1
Layn,1,1
Layna,0,1
Laynah,0,1
Layne,1,0
Laynee,0,1
Laynette,0,1
Layney,0,1
Layni,0,1
Laynie,0,1
Layona,0,1
Layoni,0,1
Layonna,0,1
Layora,0,0
Layota,0,1
Layoya,0,1
Layra,0,1
Layron,1,1
Laysa,0,1
Laysha,0,1
Layson,1,1
Layssa,0,1
Laytan,1,1
Layten,1,0.904942966
Layth,1,1
Laytham,1,1
Laythan,1,1
Laythen,1,1
Laython,1,1
Laytin,1,1
Laytn,1,1
Layton,1,0
Laytona,0,1
Layton-james,1,1
Layton-jay,1,1
Layton-lee,1,1
Laytonya,0,1
Laytoya,0,1
Layvonne,0,1
Layyah,0,0
Layyinah,0,0
Layza,0,1
Laz,1,0
Lazandra,0,1
Lazar,1,0
Lazara,0,1
Lazare,1,0
Lazareth,1,1
Lazaria,0,1
Lazariah,0,1
Lazarick,1,1
Lazario,1,1
Lazarion,1,1
Lazarius,1,1
Lazariya,0,1
Lazariyah,0,1
Lazaro,1,1
Lazaros,1,0
Lazarria,0,1
Lazarus,1,0
Lazavion,1,1
Lazaya,0,1
Lazell,1,1
Lazelle,0,1
Lazer,1,0
Lazerick,1,1
Lazerrick,1,1
Lazetta,0,1
Lazette,0,1
Lazhane,0,1
Laziah,0,1
Laziya,0,1
Laziyah,0,1
Lazlo,1,1
Lazo,1,1
Lazzaro,1,0
Lb,1,1
Lc,1,1
Ld,1,1
Ldarius,1,1
Le,0,0.530834341
Lea,0,0
Leaann,0,1
Lea-anna,0,0
Leaanne,0,1
Leabella,0,1
Leabeth,0,1
Leachlainn,1,0
Leacy,0,1
Leada,0,1
Leady,0,1
Leaetta,0,1
Leaf,1,1
Leafa,0,1
Leafie,0,1
Leaford,1,1
Leafy,0,1
Leagh,0,1
Leah,0,0
Le-ah,0,0
Leaha,0,1
Leahana,0,1
Leahann,0,1
Leah-ann,0,0
Leahanna,0,1
Leahgrace,0,1
Leah-grace,0,0
Leah-jade,0,0
Leah-jane,0,0
Leah-jayne,0,0
Leahla,0,1
Leah-louise,0,0
Leah-mae,0,0
Leah-mai,0,0
Leahmarie,0,1
Leah-marie,0,0
Leah-may,0,0
Leahna,0,1
Leahnna,0,1
Leah-paige,0,0
Leahrae,0,1
Leahrose,0,1
Leah-rose,0,0
Leaira,0,1
Leairah,0,1
Leaisha,0,1
Leaja,0,1
Leajah,0,1
Leal,1,0.510638298
Leala,0,1
Lealah,0,1
Lealan,1,1
Lealand,1,1
Lealani,0,1
Lealer,0,1
Lealia,0,1
Lealo,0,1
Lealon,1,1
Leam,1,1
Leaman,1,1
Leamarie,0,1
Lea-marie,0,0
Leamber,0,1
Leamon,1,1
Leamond,1,1
Leamsi,0,1
Lean,0,0.836218375
Leana,0,1
Leanah,0,1
Leanard,1,1
Leanda,0,1
Leander,1,0
Leandra,0,0
Leandrae,1,1
Leandre,1,0.989590562
Leandrea,0,0.99270073
Leandrew,1,1
Leandria,0,1
Leandro,1,0
Leandros,1,0
Leane,0,1
Leaner,0,1
Leanetta,0,1
Leanette,0,1
Leangela,0,1
Leangelo,1,1
Leani,0,1
Leanie,0,1
Leann,0,0
Le-ann,0,0
Leanna,0,0
Leannah,0,1
Leanndra,0,1
Leanne,0,0
Leanner,0,1
Leanni,0,1
Leannie,0,1
Leanny,0,1
Leanor,0,1
Leanora,0,0
Leanord,1,1
Leanore,0,1
Leanthony,1,1
Leany,0,1
Leanza,0,1
Leaon,1,1
Lear,0,0.931688805
Leara,0,1
Learah,0,1
Learlean,0,1
Learlene,0,1
Learline,0,1
Learna,0,0
Learon,1,1
Learoy,1,1
Leart,1,1
Learta,0,1
Leartis,1,1
Leary,1,0
Leasa,0,1
Leaser,0,1
Leasha,0,1
Leashia,0,1
Leasia,0,1
Leasie,0,1
Leaster,0,0.689655172
Leata,0,1
Leath,0,1
Leatha,0,1
Leathan,1,1
Leathe,0,1
Leathea,0,1
Leather,0,1
Leathia,0,1
Leathie,0,1
Leathy,0,1
Leatitia,0,0
Leaton,1,1
Leatrice,0,0
Leatricia,0,1
Leatta,0,1
Leauna,0,1
Leaundra,0,1
Leaunna,0,1
Leavie,0,1
Leavitt,1,1
Leavon,1,1
Leavy,1,0.965714286
Leaya,0,1
Leayah,0,1
Leayla,0,1
Leaysia,0,1
Leba,0,1
Leban,1,1
Lebaron,1,1
Lebarron,1,1
Lebbie,0,0
Leberecht,1,0
Lebern,1,1
Lebert,1,1
Leberta,0,1
Lebrandon,1,1
Lebrea,0,1
Lebria,0,1
Lebron,1,0
Lebrone,1,1
Leburn,1,1
Leca,0,1
Lecedric,1,1
Lecester,1,1
Lech,1,0
Lecharles,1,1
Lechelle,0,1
Lechia,0,1
Lecia,0,0
Lecie,0,1
Lecil,1,1
Leck,1,1
Lecole,0,1
Leconte,1,1
Lecory,1,1
Lecresha,0,1
Lecretia,0,1
Lecta,0,1
Lector,0,1
Lectoria,0,1
Lecy,0,1
Leda,0,0
Ledaniel,1,1
Ledarion,1,1
Ledarius,1,1
Ledarrius,1,1
Ledawn,0,1
Leddi,0,1
Leddie,0,1
Leddy,0,1
Ledeja,0,1
Ledel,1,1
Ledell,1,0.962298025
Lederrick,1,1
Ledford,1,1
Ledger,1,1
Ledia,0,1
Lediana,0,0
Ledion,1,1
Ledjon,1,1
Ledley,1,1
Ledon,1,1
Ledonia,0,1
Ledonna,0,1
Ledora,0,1
Ledra,0,1
Lee,3,0
Leea,0,1
Leeah,0,1
Leeaira,0,1
Leeam,1,1
Leean,0,1
Leeana,0,1
Leeanah,0,1
Leeander,1,1
Leeandra,0,1
Leeandre,1,1
Leeandrea,0,1
Leeandrew,1,1
Leeani,0,1
Leeann,0,0
LeeAnn,0,0
Lee-ann,0,0
Leeanna,0,1
Leeannah,0,1
Leeanne,0,1
Lee-anne,0,0
Leeanthony,1,1
Leeara,0,1
Leeasia,0,1
Leeat,0,1
Leeba,0,0
Leeban,1,1
Leecy,0,1
Leeda,0,1
Leedell,1,1
Leedward,1,1
Leeila,0,1
Lee-james,1,1
Leejay,1,1
Lee-jay,1,1
Lee-junior,1,1
Leela,0,0
Leelah,0,1
Leelan,1,1
Leeland,1,0.994696239
Leelani,0,1
Leelawati,0,0
Leelee,0,1
Leelen,1,1
Leelend,1,1
Leelin,1,1
Leella,0,1
Leellen,0,1
Leelo,0,0
Leeloo,0,1
Leelou,0,1
Leelu,0,1
Leelyn,1,0.944444444
Leelynd,1,1
Leelynn,1,0.622807018
Leema,0,0
Leeman,1,1
Leemarie,0,1
Leemichael,1,1
Leemon,1,1
Leen,0,1
Leena,0,0
Leenah,0,1
Leenora,0,1
Leeo,1,1
Leeola,0,1
Leeoma,0,1
Leeon,1,1
Leeona,0,1
Leeonie,0,0
Leeonna,0,1
Leeor,1,0.516129032
Leequan,1,1
Leeric,1,1
Leeron,1,1
Leeroy,1,1
Leesa,0,0
Leesah,0,0
Leese,0,0
Leesha,0,1
Leeshaun,1,1
Leeshawn,1,1
Leesly,0,1
Leeson,1,1
Leester,0,1
Leeta,0,1
Leetal,0,1
Leetha,0,1
Leetta,0,1
Leeum,1,1
Leevan,1,1
Leevi,1,0
Leevi-alexander,1,1
Leevon,1,1
Leeward,1,1
Leeya,0,1
Leeyah,0,1
Leeyana,0,1
Leeza,0,1
Lefa,0,1
Lefteris,1,0
Lefty,1,1
Legacee,0,1
Legaci,0,1
Legacie,0,1
Legacy,0,0.793991416
Legen,1,1
Legend,1,0.896438356
Legendary,1,1
Legina,0,1
Legion,1,1
Legna,0,1
Legolas,1,0
Legra,0,0
Legrand,1,1
Legrande,1,1
Legrant,1,1
Leha,0,1
Lehana,0,1
Lehanna,0,1
Lehi,1,0
Lehiwa,0,1
Lehman,1,1
Lehmon,1,1
Lehna,0,1
Lehnin,1,1
Lehru,1,0
Lehua,3,0
Lehuanani,0,1
Lei,1,0
Leia,0,0
Leiah,0,1
Leiahna,0,1
Leialoha,0,1
Leiam,1,1
Leiana,0,1
Leianah,0,1
Leiani,0,1
Leiann,0,1
Leianna,0,1
Leianne,0,1
Leiara,0,1
Leiarna,0,0
Leiasia,0,1
Leib,1,1
Leibish,1,1
Leiby,1,1
Leica,0,1
Leicha,0,1
Leicia,0,1
Leida,0,1
Leiden,1,1
Leidi,0,1
Leidy,0,1
Leif,1,0
Leifr,1,0
Leifur,1,0
Leigh,3,0
Leigha,0,1
Leighah,0,0
Leigha-louise,0,0
Leigham,1,1
Leighan,0,1
Leighana,0,1
Leighann,0,1
Leigh-ann,0,0
Leighanna,0,1
Leigh-anna,0,0
Leighanne,0,1
Leigh-anne,0,0
Leigharra,0,0
Leighia,0,1
Leighla,0,1
Leighlah,0,1
Leighlan,1,1
Leighland,1,1
Leighlani,0,1
Leighlynn,0,1
Leighna,0,1
Leightan,0,1
Leighton,1,0
Leighton-james,1,1
Leighton-kyle,1,1
Leighton-lee,1,1
Leighton-quade,1,1
Leightyn,0,1
Leighum,1,1
Leiha,0,1
Leihla,0,1
Leihlani,0,1
Leihum,1,1
Leila,0,0
Leilaann,0,1
Leila-grace,0,0
Leilah,0,0
Leilah-mae,0,0
Leilahni,0,1
Leila-jane,0,0
Leila-mae,0,0
Leila-mai,0,0
Leilamarie,0,1
Leilan,1,1
Leilana,0,1
Leiland,1,1
Leilane,0,1
Leilanee,0,1
Leilaney,0,1
Leilani,3,0
Leilanie,0,1
Leilanii,0,1
Leilanni,0,1
Leilannie,0,1
Leilanny,0,1
Leilany,0,1
Leilarose,0,1
Leila-rose,0,0
Leilauni,0,1
Leileen,0,1
Leilena,0,1
Leilend,1,1
Leilene,0,1
Leili,0,1
Leilia,0,1
Leiliana,0,1
Leiliany,0,1
Leilla,0,1
Leiloni,0,1
Leilonie,0,1
Leilonnie,0,1
Leily,0,1
Leilyn,0,1
Leilynd,1,1
Leilynn,0,1
Leim,1,1
Leimomi,0,0
Leina,0,1
Leinaala,0,1
Leinani,0,1
Leini,0,1
Leiny,0,1
Leion,1,1
Leiona,0,1
Leionna,0,1
Leira,0,1
Leire,0,1
Leisa,0,1
Leise,0,1
Leisel,0,1
Leisha,0,1
Leishla,0,1
Leisl,0,1
Leisly,0,1
Leissa,0,1
Leisy,0,1
Leita,0,1
Leith,3,0
Leitha,0,1
Leithan,1,1
Leium,1,1
Leiv,1,0
Leiya,0,1
Leiyah,0,1
Leiyana,0,1
Leiyla,0,1
Leizel,0,1
Leizl,0,0
Leizxha,0,0
Leja,0,0
Lejend,1,1
Lejeune,0,0.545454545
Lejla,0,0
Lejon,1,1
Lejoyce,0,1
Lejuan,1,1
Lekai,1,1
Lekan,1,0
Lekayla,0,1
Lekecia,0,1
Lekedia,0,1
Lekeesha,0,1
Lekeia,0,1
Lekeisha,0,1
Lekeith,1,1
Lekeitha,0,1
Lekendra,0,1
Lekendric,1,1
Lekendrick,1,1
Lekenya,0,1
Lekesha,0,1
Lekeshia,0,1
Lekesia,0,1
Leketa,0,1
Leketha,0,1
Lekethia,0,1
Lekevia,0,1
Lekeya,0,1
Lekeysha,0,1
Lekha,0,1
Lekhi,1,1
Lekhraj,1,0
Lekhram,1,0
Lekia,0,1
Lekiesha,0,1
Lekisa,0,1
Lekisha,0,1
Lekishia,0,1
Lekita,0,1
Lekose,1,0
Leksi,0,1
Lela,0,0
Lelah,0,1
Lelaina,0,1
Lelamae,0,1
Lelan,1,1
Lelana,0,1
Leland,1,0
Lelandra,0,1
Lelani,0,1
Lelania,0,1
Lelanie,0,1
Lelanya,0,1
Lelar,0,1
Leldon,1,1
Lelea,0,1
Lelen,1,1
Lelend,1,1
Leler,0,1
Lelia,0,0
Leliana,0,1
Lelianna,0,1
Lelie,0,1
Lelind,1,1
Lelio,1,0
Lelita,0,1
Lella,0,1
Lelle,1,0
Leller,0,1
Lellie,0,1
Lelon,1,1
Leloni,0,1
Lelsie,0,1
Lelton,1,1
Lelu,0,1
Lelyn,1,1
Lelynd,1,1
Lelynn,1,1
Lem,1,1
Lema,0,1
Lemaj,1,1
Leman,1,1
Lemanuel,1,1
Lemar,1,1
Lemarco,1,1
Lemarcus,1,1
Lemari,1,1
Lemario,1,1
Lemarion,1,1
Lemark,1,1
Lemarr,1,1
Lemaya,0,1
Lemel,1,1
Lemia,0,1
Lemichael,1,1
Lemisha,0,1
Lemma,0,1
Lemmie,1,0.836683417
Lemmon,1,1
Lemmy,1,1
Lemoine,1,0
Lemon,1,0.969230769
Lemond,1,1
Lemoni,0,0
Lemonica,0,1
Lemont,1,1
Lemonte,1,1
Lemorris,1,1
Lemoyne,1,0.85202864
Lempi,0,0
Lemual,1,1
Lemuel,1,0
Lemuella,0,0
Lemya,0,1
Len,1,0
Lena,0,0
Lenabelle,0,1
Lenae,0,1
Lenah,0,1
Lenai,0,1
Lenalee,0,1
Lenamae,0,1
Lenamarie,0,1
Lena-marie,0,0
Lenar,0,1
Lenard,1,0
Lenardo,1,1
Lenart,1,0
Lenasia,0,1
Lenay,0,1
Lenaya,0,1
Lenayah,0,1
Lenci,0,1
Lencola,0,1
Lency,0,1
Lenda,0,1
Lendal,1,1
Lendale,1,1
Lendall,1,1
Lendel,1,1
Lendell,1,1
Lenden,1,1
Lender,0,1
Lendia,0,1
Lendol,1,1
Lendon,1,1
Lendora,0,1
Lendra,0,1
Lendsey,0,1
Lendy,0,1
Lene,0,0
Lenea,0,1
Leneah,0,1
Lenear,1,1
Lenecia,0,1
Lenee,0,1
Leneisha,0,1
Leneka,0,1
Lenell,1,0.611111111
Lenelle,0,1
Lener,0,1
Lenes,1,1
Lenesha,0,1
Leneta,0,1
Lenett,0,1
Lenetta,0,1
Lenette,0,1
Leneve,0,1
Lenford,1,1
Leng,1,0.984802432
Lengnan,0,0
Leni,0,0
Lenia,0,1
Leniah,0,1
Lenice,0,1
Leniece,0,1
Leniel,1,1
Leni-jane,0,0
Lenika,0,1
Lenin,1,0.995586937
Lenina,0,1
Lenis,1,0.755555556
Lenise,0,1
Lenisha,0,1
Lenita,0,1
Lenix,1,0.683168317
Leniya,0,1
Leniyah,0,1
Lenka,0,0
Lenley,1,1
Lenn,1,0.988326848
Lenna,0,1
Lennain,1,1
Lennan,0,1
Lennard,1,0
Lennart,1,0
Lennea,0,1
Lennel,1,1
Lennell,1,0.895104895
Lenner,0,1
Lenneth,1,1
Lennett,0,1
Lennetta,0,1
Lennette,0,1
Lennex,1,0.596153846
Lenni,0,1
Lennia,0,1
Lennice,0,1
Lennie,1,0
Lennin,1,0.969072165
Lennis,1,0.693842645
Lennix,1,0.587939698
Lennja,0,0
Lennon,1,0
Lennora,0,1
Lennox,1,0
Lenny,1,0
Lennyn,0,0.511278195
Lennyx,0,0.723404255
Leno,1,0.990196078
Lenoard,1,1
Lenoir,0,1
Lenola,0,1
Lenon,1,1
Lenona,0,1
Lenor,0,1
Lenora,0,0
Lenorah,0,1
Lenord,1,1
Lenore,0,0
Lenoria,0,1
Lenoris,1,1
Lenorris,1,1
Lenox,1,0
Lenoxx,1,1
Lens,1,1
Lensa,0,1
Lensey,0,1
Lensy,1,1
Lent,1,1
Lente,0,0
Lenton,1,1
Lenuel,1,1
Lenus,1,1
Lenvil,1,1
Lenville,1,1
Lenward,1,1
Lenwood,1,1
Leny,1,0.721518987
Lenya,0,1
Lenyn,1,0.625
Lenyx,0,0.783783784
Lenz,1,0
Lenzi,0,1
Lenzie,1,0.675724638
Lenzy,1,0.896353167
Leo,1,0
Leoba,0,1
Leobardo,1,1
Leobwin,1,0
Leocadia,0,0
Leocadio,1,0
Leocadius,1,0
Leocartel,1,1
Leoda,0,1
Leodan,1,1
Leodegario,1,1
Leodhas,1,1
Leodis,1,1
Leodora,0,0
Leodore,1,1
Leofric,1,0
Leofsige,1,0
Leofstan,1,0
Leofwine,1,0
Leoh,1,1
Leoine,0,0
Leo-james,1,1
Leo-jay,1,1
Leokadia,0,0
Leokadja,0,1
Leokadya,0,1
Leola,0,0
Leolar,0,1
Leoler,0,1
Leolia,0,1
Leolin,1,0
Leoline,0,0
Leom,1,1
Leoma,0,1
Leomar,1,1
Leomia,0,1
Leon,1,0
Leona,0,0
Leonah,0,1
Leonaldo,1,1
Leonanie,0,0
Leonara,0,1
Leonard,1,0
Leonarda,0,0
Leonardas,1,1
Leonardo,1,0
Leonas,1,0
Leonce,1,1
Leoncio,1,0
Leonda,0,1
Leondra,0,0.993403694
Leondrae,1,1
Leondre,1,1
Leondria,0,1
Leondro,1,1
Leondrus,1,1
Leone,1,0
Leonel,1,0.999713352
Leonela,0,1
Leonell,1,1
Leonella,0,1
Leonelle,0,0
Leoner,0,1
Leonerd,1,0
Leonetta,0,1
Leonette,0,1
Leonhard,1,0
Leoni,0,1
Leonia,0,0
Leonice,0,1
Leonid,1,0
Leonida,1,0
Leonidas,1,0
Leonide,1,1
Leonides,1,0.969178082
Leonidis,1,1
Leonidus,1,1
Leonie,0,0
Leonie-leigh,0,0
Leonila,0,1
Leonilda,0,1
Leonilla,0,1
Leoni-may,0,0
Leonis,0,1
Leonise,0,1
Leonisha,0,1
Leonit,1,1
Leonita,0,1
Leonitus,1,1
Leonius,1,0
Leon-james,1,1
Leon-jaydon,1,1
Leon-junior,1,1
Leonna,0,1
Leonnah,0,1
Leonne,0,1
Leonni,0,0
Leonnie,0,1
Leonor,0,0
Leonora,0,0
Leonord,1,1
Leonore,0,0
Leon-rhys,1,1
Leonta,1,1
Leontae,1,1
Leontay,1,1
Leonte,1,1
Leonti,1,0
Leontina,0,0
Leontine,0,1
Leontios,1,0
Leontius,1,0
Leontiy,1,0
Leontre,1,1
Leonty,1,0
Leontyne,0,0
Leony,0,0
Leonydus,1,1
Leonzio,1,0
Leonzo,1,1
Leopold,1,0
Leopoldo,1,0
Leor,1,0.90625
Leora,0,0.999451203
Leorah,0,1
Leora-jayn,0,0
Leoria,0,1
Leorn,1,1
Leory,1,1
Leosha,0,1
Leosvel,1,1
Leota,0,1
Leotha,0,0.755144033
Leother,0,1
Leotis,1,0.994394619
Leotrim,1,1
Leotta,0,1
Leoul,1,1
Leovani,1,1
Leovanni,1,1
Leovardo,1,1
Leovigildo,1,1
Lepha,0,1
Lequan,1,0.987341772
Lequentin,1,1
Lequesha,0,1
Lequetta,0,1
Lequient,1,1
Lequinta,0,1
Lequinton,1,1
Lequisha,0,1
Lequita,0,1
Lequitta,0,1
Lequon,1,1
Lera,0,0
Lerae,0,1
Lerah,0,1
Lerald,1,1
Lerato,0,0
Leray,1,1
Lerena,0,1
Lerenzo,1,1
Leresa,0,1
Leretha,0,1
Lerhonda,0,1
Leri,1,1
Leriah,0,1
Lerico,1,1
Lerin,0,0.870535714
Lerissa,0,1
Lerita,0,1
Leriyah,0,1
Lerlean,0,1
Lerlene,0,1
Lerline,0,1
Leroi,1,0
Lerome,1,1
Leron,1,1
Leronda,0,1
Lerone,1,1
Leronia,0,1
Leroy,1,0
Leroya,0,1
Leroyal,1,1
Leroyce,1,1
Lerry,1,1
Lerryn,0,0
Leryn,0,1
Les,1,0
Lesa,0,0.998948475
Lesandra,0,1
Lesane,1,1
Lesbia,0,1
Lesean,1,0.970674487
Lesedi,0,0
Lesette,0,1
Lesha,0,1
Leshae,0,1
Leshan,0,0.592592593
Leshanda,0,1
Leshanta,0,1
Leshaun,1,0.891472868
Leshauna,0,1
Leshaunda,0,1
Leshaundra,0,1
Leshawn,1,0.706491063
Leshawna,0,1
Leshawnda,0,1
Leshay,0,1
Leshe,0,1
Leshea,0,1
Lesheena,0,1
Lesheka,0,1
Leshell,0,1
Leshelle,0,1
Leshia,0,1
Leshly,0,1
Leshon,1,0.740740741
Leshonda,0,1
Leshun,1,0.75
Leshunda,0,1
Lesi,0,1
Lesia,0,0
Lesie,0,1
Lesieli,0,1
Lesile,0,0.9
Lesle,0,1
Leslea,0,1
Leslee,0,0.980558931
Leslei,0,1
